Concept1,Concept2,PathLength,LikertScore,r1_t1_AtoB,r1_t1_BtoA,r1_t10_AtoB,r1_t10_BtoA,r1_t100_AtoB,r1_t100_BtoA,r5_t1_AtoB,r5_t1_BtoA,r5_t10_AtoB,r5_t10_BtoA,r5_t100_AtoB,r5_t100_BtoA,r9_t1_AtoB,r9_t1_BtoA,r9_t10_AtoB,r9_t10_BtoA,r9_t100_AtoB,r9_t100_BtoA
algorithm,fear,2,1,0.05038109649742921,0.0,0.9193510542752599,0.5219066818557592,0.0,0.0,0.003973658578036374,0.0,0.6383016960018494,0.3840989563027437,0.7662252117011717,0.4743278784301285,5.1662240903382725e-06,0.0,0.20607239965987448,0.13693677524444994,0.6322630321887506,0.4153630659680858
apple,two-wheeled,2,1,0.0728193673541947,0.0,0.45055925630055216,1.869632958170945,0.0,1.8784790381920622,0.013348608539470962,0.0,0.42263736339052027,1.384224728549801,0.5108268579238142,1.6410489436640399,0.00011052971212942417,0.0,0.08527160938935832,0.22022580293981714,0.5098144743175084,1.4191487848113578
motorcycle,responsibilities,2,2,0.07714285714285718,0.0,0.06943655924158043,0.34090773482373804,0.0,0.0,0.11904761904761904,0.0,0.253912106090829,0.41303972728312105,0.25539040073231273,0.36486264761628356,0.008571428571428567,0.0,0.20526261230180498,0.20608144437323458,0.3635782997306668,0.38281621737815175
students,display,4,2,0.0,0.0,0.12932927035860903,0.45924832375552904,0.0,0.45774806469568463,0.0,0.0,0.1294263994155858,0.3238495055850092,0.18244683190773817,0.510827537378037,0.0,0.0,0.0017725222556270433,0.003313606132278644,0.19748885055644155,0.5002016815763227
irrational fear,engine,3,1,0.020860345895751406,0.0,0.22975245917518966,0.2078440992002085,0.0,0.20891594485217987,0.010189440847483437,0.0,0.21950857818184816,0.15712877452883098,0.25540657887812196,0.18242208997056342,0.0001371711016695386,0.0,0.016786356084891686,0.007869531518835264,0.25846176042216407,0.15916432801032537
job,truck,3,2,0.0,0.04448576158384016,0.5199845546137019,0.758552202824558,0.0,0.0,0.0,0.003500296503854919,0.2815174864946313,0.5044568274365858,0.47419170032139923,0.7664940757730712,0.0,4.652656501560936e-06,0.0064186357111031996,0.012405815580411343,0.38584757653122753,0.669506025773991
job,emotion,3,2,0.0,0.0,0.35847743039272556,0.7635522766316531,0.0,0.7667682836777263,0.0,0.0,0.3633406784638469,0.6095136723256607,0.43779950216989144,0.7664940773968562,0.0,0.0,0.03297392392774909,0.048702066366293394,0.4616856912640752,0.7294251096036104
mammal,students,3,1,0.05969583488186153,0.0,0.45816662515904233,0.8038928657194722,0.4577480646956845,0.8058697030582821,0.011662777306223709,0.0,0.42816333387354233,0.4848034614419554,0.5108275363035989,0.6202570233878881,0.00011699785932161193,0.0,0.02098764525226315,0.013706885249093765,0.5233817512060163,0.49463846256512084
score,display,2,2,0.3467490175790552,0.0,0.13063383372242582,1.1244668905733937,0.0,1.1143466018879202,0.2694087485085523,0.0,0.2829557376097091,1.598269319206988,0.18244683269633918,0.8756804569984521,0.017508176041995147,0.0,0.4085579713472787,1.321163425544301,0.24363148557999012,0.8476192383294314
students,avoidance,3,3,0.0,0.0,0.13932831054576655,0.45906486533589097,0.13929384386951466,0.4577480646956845,0.0,0.0,0.1772549285635967,0.39759015661268365,0.21892516436021012,0.5108275369894949,0.0,0.0,0.009054329041989453,0.014937275908695806,0.2548362990259689,0.5202098960457584
horsepower,software,3,1,0.0,0.0,0.3779630703872941,0.13843788980571708,0.377812914178123,0.1392665857625598,0.0,0.0,0.44477895781350274,0.17316171006496922,0.5105196373114663,0.2188970165111467,0.0,0.0,0.024526700723534745,0.01006074534426092,0.5567745879501714,0.2503799535550923
balance,music,2,3,1.0,0.6923076923076924,0.664481030750417,0.35958435976413533,0.6664234545984261,0.0,0.30864197530864196,0.2136752136752137,0.7042476600269449,0.4971821193972743,0.6931506038456963,0.4378034366557474,0.012345679012345671,0.008547008547008543,0.31648762059781255,0.22111760404695252,0.7157827767702314,0.4914003014942958
furniture,potassium,3,1,0.023797323968460102,0.0024904402724822057,0.12854434422658456,1.009940765059488,0.0,1.004856924289877,0.014179019145537005,0.0001306971430262446,0.15011449731431292,0.7051112686246314,0.18239114798603107,0.7662029152381521,0.0001949859744611648,4.1672910943223395e-08,0.025206376056379175,0.058478620163961326,0.2057518897802476,0.6098920239932369
score,life,2,2,0.23550807127243925,0.006537172009594021,0.6627205351595357,1.1135196408890176,0.6653189702623963,1.1143466018879205,0.12688659575999114,0.0005640793946063318,0.6286405546501028,0.8414284435782841,0.6926590387976894,0.8756804496265803,0.0073281371266722736,8.270276425403064e-07,0.20455308731887645,0.1989237274195141,0.6947724231304326,0.7251308103931774
students,rhythm,3,1,0.0,0.0,0.06981239228007563,0.45714326002736316,0.0696411464129918,0.45774806469568485,0.0,0.0,0.23307832709573273,0.4423092385654891,0.2553966337255081,0.5108275359434373,0.0,0.0,0.022362515841186967,0.025921781541298893,0.3594391434582906,0.5353280412422411
fruit,citrus,2,6,2.191591836734694,15.509335500000002,0.2526236029492234,1.842587399604788,0.0,1.55013676769679,0.7275132275132276,4.610243055555555,0.8001614522183839,5.798440397524402,0.18237247515662788,1.3126863391693737,0.031531368102796664,0.178929574074074,0.7440900302686285,5.20989602347168,0.37322392796543297,2.621086853569941
hazard,shock,2,6,0.5590704719387756,0.3375000000000001,0.2549815356680223,0.35986599449326306,0.0,0.0,0.09400244472789115,0.05787037037037038,0.769127705523408,0.9033603689358192,0.2918544978987441,0.3648041759105788,0.0007371386054421763,0.00046296296296296266,0.40516173454583326,0.45926416841311946,0.4823714332845407,0.5667771091779912
classes,ram,3,1,0.006146912514023521,0.11258152381995301,0.4262595583159079,1.1012934363649538,0.4277907334525694,1.10419679236417,0.0016946008435237189,0.017028998926177052,0.31917895545646097,0.6770733377930661,0.4012930467694137,0.8391118345093096,2.0235967518788724e-05,0.00012137830169890158,0.015043327665234517,0.027482454135019707,0.3646199718212776,0.648462528432638
two-wheeled,keyboard,3,1,0.014019230769230772,0.0,0.16022394334840845,0.4581777037554887,0.15918989058670777,0.0,0.0013354700854700855,0.0,0.3112160357132357,0.48122893711458764,0.2918938107289939,0.5108268752193516,2.1367521367521344e-06,0.0,0.038276971885714856,0.05399358660429902,0.3701432627261627,0.5415780149949636
equipment,surprise,3,1,0.02358059503842053,0.0,0.12872878011975356,1.536656404362733,0.0,1.5426227472264014,0.003628251522619668,0.0,0.1453279316432693,0.9762543437969654,0.18239552886066385,1.2771848065839302,2.380198763979692e-05,0.0,0.008611991749611244,0.038302029954871794,0.20012198722405108,1.0539241141084543
bike,truck,3,3,0.12230786028176963,0.19835741958659472,0.5420936540609606,0.7177071632140474,0.0,0.7063462327814427,0.02393132824043234,0.026675615907672916,0.5098272445813805,0.5949396105515662,0.47419170584213216,0.5472725287767954,0.0002300945140195414,0.00016103287253096463,0.044294341488952685,0.04446439261578245,0.47482001815982083,0.48665447805622714
office,battery-operated,3,1,0.11682849511337529,0.306899683987795,0.25078909675799005,0.8421404509997668,0.0,0.8357316201226792,0.022150881796647724,0.051224775896411084,0.3820431263374585,0.8164680067145184,0.328386673772353,0.7297277273649776,0.00018995892190284074,0.0003993410393882647,0.06299742666995968,0.10529694997312303,0.389963934365672,0.6953956732148996
cycling,dynamics,3,2,0.00238255299651994,0.0,0.3470457608595462,0.3560372644483095,0.3481627327395892,0.35800834392537073,0.0005925334651854123,0.0,0.31118996731822146,0.32498853869800093,0.40128461432464513,0.4377603437156933,1.579802358012526e-06,0.0,0.01379332583342053,0.013732902489982247,0.40512635081830023,0.4530079171795303
subjects,electronic,3,2,0.002051904201840554,0.0,0.3580977894082649,0.438459642859756,0.3583336835443937,0.43774003617137724,0.00010706298863942003,0.0,0.3348557838922976,0.3472221768062567,0.4378912882371208,0.4378097335434383,3.3771134896571915e-08,0.0,0.015922083572580435,0.015198712104503371,0.46061348817023423,0.4173132261414527
nutrition,life,2,6,0.2712145045075696,0.0,0.6703749514410258,0.34987563480924294,0.0,0.0,0.10138606722685008,0.0,0.7696243562520247,0.4423459211064269,0.6926590595349436,0.3647887343186311,0.005017463319467026,0.0,0.2886432704060604,0.15135656566850902,0.7705852024353208,0.4163126515426548
health,avoidance,2,3,0.08692563893993586,0.0,0.13859741871093528,1.093416797788863,0.0,1.1041606107381878,0.09803685917354817,0.0,0.21971335473147166,0.8862642760517088,0.2189251614104638,0.8390991062964535,0.006382028958798909,0.0,0.16121380893683795,0.38119555521174675,0.26244162377152286,0.6793249549056141
modern,risk,3,2,8.039745528796484e-05,0.0,0.08900644903763333,0.3628091781991061,0.08951503500607438,0.36836492059760984,1.8780740965355665e-05,0.0,0.25365142568664445,0.31924108386468386,0.32831884122342686,0.47440493594054906,9.459051247048396e-09,0.0,0.016367624499268558,0.016052355336726856,0.4342638429140296,0.49601053725485594
recreation,panic,2,1,1.6679400171808298,1.5644882159456424,0.830895866272155,0.5462085020659391,0.8157129353095665,0.5371961363974617,0.476285569326794,0.43745712568939865,0.9152178642019044,0.748196634377586,0.6566859328503496,0.5107752337196663,0.01778538462881281,0.016064594291316736,0.4542248128827682,0.40897443049881976,0.6432233673645347,0.5656898985904948
learner,output,2,1,0.006951684678957407,0.0,0.21946420080617185,0.6711827752992876,0.0,0.0,0.0006622165713074804,0.0,0.2030201810684516,0.6487093514854316,0.21896450353379043,0.6932918158020241,1.0595465140919676e-06,0.0,0.06673665993965583,0.21868627478693717,0.21965074678882954,0.7116885086821181
mammal,satisfaction,2,1,0.0999862321464926,0.0,0.050023800806053786,0.8095341316601141,0.0,0.8058697030582826,0.1315899886093871,0.0,0.22384620414458128,0.8018117157907292,0.1824489211847844,0.620257023820574,0.008030486521179688,0.0,0.2078417729775614,0.35890562938904746,0.2749953855289753,0.5448455071990744
rules,lessons,3,4,0.018796630000046124,0.0,0.3484258080921776,0.47555825481412595,0.3488947639709611,0.47743906378826506,0.0032744404277611607,0.0,0.3274588759175512,0.482934161650459,0.4016172827922927,0.5837160433405996,2.757851618571731e-05,0.0,0.020981406966440606,0.026349975201695262,0.41425958198427437,0.618961783332504
loyal,well-being,2,2,0.05961118398742187,0.0,0.6199659479587188,0.22034926117235487,0.6168450774757737,0.0,0.005487958074957671,0.0,0.6435007532866154,0.2805470301422809,0.5108021334127483,0.21891455499947474,8.526903898885542e-06,0.0,0.5677020340485917,0.28254800707322597,0.48810724836571373,0.23812338749609152
danger,rhythm,2,1,0.0,0.0,0.06988646848619362,0.6045528763706953,0.0,0.6066487096160162,0.0,0.0,0.2480741377437173,0.7032968658799089,0.2553966346308328,0.765926938921781,0.0,0.0,0.10501275697639013,0.24139912829263863,0.36143212869908575,0.8526446330760207
pedals,prey,3,1,0.008581771978021978,0.0,0.16833762053177265,0.5262758011355956,0.16914375838905302,0.5273437720130623,0.0007297390109890111,0.0,0.26134728236830507,0.38083724435177624,0.3283547817142658,0.47432126165556493,1.0271672771672764e-06,0.0,0.015835812508219336,0.016497021225212464,0.40192184931089503,0.42413204831241547
classrooms,tempo,2,1,0.0,0.0,0.16015740111187285,0.24147403235519177,0.15916908868337332,0.23944300268624186,0.0,0.0,0.3549166868698253,0.35755141843960236,0.29186002317284654,0.2921463455137867,0.0,0.0,0.2603224666085541,0.222199044522652,0.3947908260974464,0.3458736779825344
mouse,computer,1,6,3.890113636224348,4.553132758562779,1.662640426258899,0.5189753864012588,1.6611317933819376,0.5172035883169981,4.239373324457179,2.351650712895873,1.790818648240326,0.6184557593914057,1.4227669232292672,0.4377661551475175,1.307348504537674,0.4411672004534947,5.735383209110653,1.9118766609905586,1.3575789922613462,0.41573942962230065
device,functional,2,6,0.6658066753630297,0.9,0.2797703237712399,1.7132886203726236,0.27856918184869917,1.7012561488714109,0.24125760028149731,0.2777777777777778,0.514781822346162,1.4580195862177683,0.4378264088236775,1.2769926497474948,0.010621692462708393,0.011111111111111106,0.2793512033991648,0.4930100686207227,0.5561992078807168,1.0821252556653962
community,anger,4,1,0.0036041393699359926,0.0,0.12946387572572343,0.5063349456913664,0.0,0.5073553978853099,0.0009795605483201484,0.0,0.1530878494362558,0.31201442912476135,0.18241480631617069,0.40132632141108293,2.418268464110291e-06,0.0,0.0038454440625054604,0.004406987095538297,0.20544607466371237,0.3266369413198795
emotion,flight,4,1,0.0,0.0,0.029634793547595906,0.35282109831921066,0.0,0.0,0.0,0.0,0.06792203778410781,0.27222993565110815,0.1094572844147724,0.4377995008509137,0.0,0.0,0.000979109603326277,0.002794664335700219,0.14009375275432637,0.43545454345802104
orange,cache,3,1,0.0,0.0,0.22543455580401162,0.0322214997980696,0.0,0.0,0.0,0.0,0.21768372825061866,0.10427226609046134,0.25539010919942345,0.10941764797453757,0.0,0.0,0.018073577704785376,0.008100130966946513,0.28471531872304384,0.1665391105006039
pedals,activities,3,2,0.010124999999999995,0.0,0.08931540787171699,0.5258129888329877,0.08950320970229442,0.0,0.008680555555555556,0.0,0.2685917157538907,0.38670915041724857,0.3282946414600145,0.4743212596250729,0.00012499999999999992,0.0,0.024530719587704454,0.01755793758580997,0.44894127319348964,0.42670571183963274
well-being,nervousness,3,1,0.03677711265238019,0.0,0.1494222770054249,0.6196185513295317,0.0,0.0,0.0037932042094637386,0.0,0.2576436457332428,0.5115716219591713,0.25534904715651935,0.5108021338076947,6.4696322753956475e-06,0.0,0.0392834102849245,0.05569591664475795,0.32026807607112284,0.4542304667219524
players,application,3,2,0.006888392460934284,0.0,0.049729884289298476,1.030849081291068,0.0,1.0347078558792902,0.005324384738523898,0.0,0.1581884280074144,0.7185437257693076,0.18238196046161553,0.8756659487250658,6.977159880160428e-05,0.0,0.015087013289682321,0.03426489488341715,0.2515652186632847,0.7586320207710959
love,cycling,3,2,0.006656858766233767,0.1234945126034944,0.35855614163548255,0.6161391107123215,0.3580083439253711,0.0,0.0006341314935064935,0.021079972131827274,0.41531156086057597,0.465941925440488,0.43776034356216054,0.5107742956199492,1.0146103896103888e-06,0.00016836041561037356,0.047478940868599294,0.042535739660624475,0.47606129578252027,0.44154912613396136
four-legged,classrooms,4,1,0.011914034689133919,0.0,0.23855838751639205,0.12760053854524686,0.0,0.0,0.0010088714843432783,0.0,0.20591770718082691,0.11142845915235966,0.29214634444620186,0.18243040815537792,1.4316012045313983e-06,0.0,0.00410971071411423,0.0015372431616060291,0.2920486451258933,0.191946279020813
potassium,wooden,4,1,3.006527248220528e-06,0.0,0.029033653358627676,0.1247291275969647,0.02985340601869807,0.0,2.444048464556277e-07,0.0,0.058282791058974326,0.08019444161276734,0.10947043163703318,0.1823911402637913,5.619848901098892e-12,0.0,0.0008143090515145088,0.0008651353494000748,0.1267827815777258,0.17231187226773925
predator,satisfaction,3,1,5.743358307457979e-05,0.0,0.04992054949550889,0.4281761518562371,0.0,0.0,7.931705396152357e-06,0.0,0.16401226666635615,0.347561540260563,0.18244892148052544,0.40128722704400616,8.606918330728903e-10,0.0,0.01582311438495344,0.021854113482593494,0.2558999469723804,0.38041600766639666
dog,fruit,2,1,1.014376553987378,0.0,1.5429584075427139,0.9058407148965655,1.5501367676967917,0.0,0.3442512483966417,0.0,1.2720819603609694,0.6773828034765349,1.312685930435505,0.6567283353640023,0.016441042355576665,0.0,0.44407316845856903,0.17852762754970392,1.1814639115712091,0.5238656052171814
fruit,teachers,1,1,0.7429038701105765,8.181818181818183,0.641131938174832,1.565498343135652,0.0,1.55013676769679,1.2837654902093394,4.545454545454546,0.6592826460345037,1.6220361245465793,0.6202726181431896,1.3126859471909103,0.43224040214753556,0.909090909090909,1.8370504986312997,3.8533090808188684,0.6283325182595721,1.2306428475272695
red,menace,4,1,0.0014080602671654695,0.0,0.039409964907033246,0.11848115560916854,0.0,0.1193525898282682,0.00036883157763095014,0.0,0.10853007547908358,0.09250517746940291,0.1459294599352481,0.14591646414210813,2.1156638882002674e-07,0.0,0.0026218395077595314,0.001122768885526819,0.19225903752445236,0.14898049373226507
affection,functional,3,1,0.0,0.0,0.2753727487420359,0.3355794520778287,0.27856918184869905,0.33815567764491583,0.0,0.0,0.3116209673035279,0.2642798241513707,0.43782640759686386,0.3648034926082083,0.0,0.0,0.015514588658180213,0.012227087778717184,0.48794078131181123,0.35031958677605446
mammal,ram,3,6,0.08149377246014354,0.0,0.424481703892943,0.7956441673479178,0.4277907334525694,0.8058697030582823,0.012549189786953706,0.0,0.28727830958112266,0.40895832431411727,0.4012930460723012,0.6202570216940267,9.099671331718105e-05,0.0,0.011923430679581914,0.011660354776372268,0.34610053178642763,0.45860117257732613
design,propulsion,3,2,0.0056076923076923135,0.0,0.02997861152102721,0.6427650344222442,0.0,0.637672323259516,0.004807692307692308,0.0,0.1108860085527823,0.594380345208054,0.1094541710877906,0.5841626937479624,6.923076923076917e-05,0.0,0.020285489536078647,0.054112420528830134,0.1589952849383494,0.5661571909592686
community,tournament,1,2,1.9430006939526419,11.260412460077218,0.4370782362921214,0.5093983226547464,0.0,0.0,4.241396062980497,6.250856200395211,0.6823335226366314,0.7693657590091265,0.43783772771988744,0.4013263211717391,1.500592353993252,1.250001228192641,6.050577088171493,5.021545550217862,0.4857327973214638,0.38015274735037585
subjects,melody,2,3,0.8567307692307693,1.1212638398140322,0.24135458769154794,0.4384889594615993,0.0,0.0,0.2537393162393162,0.33387119024138256,0.43976679633025617,0.6323122676381401,0.29184424513963686,0.43780973131842627,0.009722222222222217,0.012920776040199112,0.27487768074717395,0.3695312938646392,0.36104500324851546,0.4885571099586843
carnivore,emotion,4,1,0.0497913533650883,0.0,0.3630501600394218,0.20757631318223949,0.35811281707252607,0.0,0.004515146921579027,0.0,0.4836789648787535,0.17020032084839745,0.43779950262850104,0.18241059474004223,7.108726275800611e-06,0.0,0.01862064881419888,0.0051383571343894185,0.49673190614525536,0.1699452782856425
plant,commuting,3,1,0.0,0.0,0.35494579824213307,0.029617809843886567,0.0,0.0,0.0,0.0,0.34405885782377427,0.08622560027701665,0.43781137054797464,0.10942389946779603,0.0,0.0,0.017416834512679398,0.0047755450338139134,0.45778659365388435,0.1472646062843785
anger,music,2,2,0.0,0.0,0.6631939156155464,0.12766542908698908,0.0,0.1293212494650307,0.0,0.0,0.6495943487708624,0.16984833350921225,0.6931506020446739,0.18241480620891537,0.0,0.0,0.4223390249709499,0.12948091854489843,0.6861792075135833,0.20617105429529753
hauling,avoidance,4,1,0.0,0.0,0.1391643833068915,0.020105353518338365,0.13929384386951463,0.0,0.0,0.0,0.14510184812341886,0.04632965140317632,0.21892516566408676,0.07292625315637902,0.0,0.0,0.0015752283238630806,0.000568367482439954,0.24573633636063388,0.09623060832497836
affection,curriculum,3,1,0.0,0.01677528409090909,0.3175591814492834,0.3353198975209243,0.3184583077960197,0.33815567764491583,0.0,0.001564191017316017,0.24527433364516438,0.29760048848115256,0.291924941236552,0.364803492733671,0.0,2.4485930735930716e-06,0.014976937468584806,0.02175543946064962,0.2651521325254289,0.36378027240337774
taste,teachers,2,1,0.01951287774725275,0.0,0.6391868328955345,0.26963089169387217,0.6468209281690221,0.26849013447137476,0.0018587941765025099,0.0,0.634853835971721,0.45207380221614113,0.6202726181619659,0.40121973533717853,2.974070682404013e-06,0.0,0.15575938979924134,0.12690070239929538,0.6297810836679336,0.5007323652882917
frustration,melody,3,1,0.0,0.0,0.2380418575891003,0.13866485480380691,0.23870741072383564,0.0,0.0,0.0,0.2617747037503959,0.1903949565560624,0.29184424736920916,0.2188915511879264,0.0,0.0,0.027072040915994897,0.01984889966350594,0.3160839142482761,0.2596951742652681
friendship,dynamics,2,4,0.4652950496682831,0.0,0.34916089526279864,0.31599598392206363,0.34816273273958936,0.0,0.32975049489709535,0.0,0.49807871772053697,0.3751395079713599,0.40128461782115576,0.2553757957667088,0.02081557891552604,0.0,0.4874179009689426,0.23820471207620772,0.46945632221790673,0.2464580924091811
hauling,propulsion,4,2,0.0,0.0,0.029755395407889573,0.01970141737034678,0.0,0.0,0.0,0.0,0.07486007503463464,0.04816957351002109,0.10945417140693334,0.07292625099531835,0.0,0.0,0.0014351100677832147,0.0009367456458020727,0.14465271298644658,0.0962477331115595
furniture,citrus,3,1,0.36959263079777377,0.005981446766302454,0.20683403301027195,1.0154879208173049,0.0,0.0,0.06225949975949977,0.0003027387926579731,0.21261888665978743,0.9243876051879818,0.18237241489479558,0.76620291873808,0.00048771497285782965,9.504216362157673e-08,0.04428317916945432,0.13364362891386747,0.17545272426103903,0.6627232943112837
office,dessert,3,1,0.002875632897982777,0.008634888998493241,0.1376734118246739,0.8139804500427268,0.13919960988204913,0.835731620122679,0.0011339021641909076,0.0007799931646173832,0.14944817872300736,0.46281727660778854,0.21883144006954203,0.7297277107590864,1.2714896474460604e-05,1.2220044506198915e-06,0.008395878568985887,0.01713080025685891,0.23662204545208304,0.5943282239923855
automobile,monitor,2,1,0.12911436406086257,0.0,0.22791875706965697,0.663775726465746,0.0,0.6568898234704307,0.12080512336244284,0.0,0.2531013173280989,0.7877325848287122,0.25540987962153794,0.6567994695734412,0.008341328522951453,0.0,0.19440559325496015,0.4597432520277575,0.27605616644509756,0.6754712669543939
fur,phobia,4,1,0.02280133976387387,0.0,0.24837670426355268,0.3032850690368408,0.0,0.0,0.001690621896788495,0.0,0.24431816928500263,0.15018365611374485,0.32836276757239585,0.2553778205563647,2.076361208823532e-06,0.0,0.004481218921887257,0.0016777700061914144,0.34115577105074274,0.20271514698113713
design,supplies,3,4,0.1676142379553311,0.18080357142857145,0.6802326075257814,0.6423509435135276,0.0,0.6376723232595167,0.028503883996788083,0.031001984126984128,0.8043148605285171,0.6329195111294205,0.7297335400813063,0.5841626938252312,0.00022730068179592145,0.0002480158730158729,0.10197139166026116,0.0734910966327704,0.7949304421404098,0.5780931660577112
teacher,knowledge,2,7,0.07423069934327038,0.0,0.41009281059001373,0.7029906976417477,0.4080719129198418,0.6966365553528665,0.011553683650629674,0.0,0.7789739691043767,1.0348857111559537,0.6203562207497128,0.8027390918641281,8.337791469893737e-05,0.0,0.33637628671431974,0.38799345067120045,0.7969848664927578,0.9283663528087532
commuting,emotion,2,1,0.0,0.0,0.3571885618775938,0.358758193305716,0.35811281707252596,0.0,0.0,0.0,0.3735902452831795,0.3770771966022486,0.43779950165421955,0.4378113772413246,0.0,0.0,0.11446026917448454,0.11447998676456587,0.4691217448290104,0.46969359286845447
equipment,hysteria,3,1,0.00585774500381778,0.2892857142857143,0.12858278214327,1.5355466924559535,0.12930318444900044,0.0,0.0014378681848968638,0.04960317460317461,0.15563739508368188,1.078015644393803,0.1823971829673033,1.2771848025032526,1.4683175125146497e-05,0.00039682539682539655,0.014858857158786348,0.07851237148780543,0.20232535704034324,1.0669036360305786
guide,device,2,3,1.3621190907140235,0.7660615634355288,1.7085544662841436,0.7089019030694681,1.7012561488714117,0.0,0.3862887609981087,0.19367108553573179,1.3468121499944483,0.5855736843056294,1.2769926498234305,0.5473045393476146,0.01418993266888393,0.006445150889976587,0.3914534573561954,0.17698664685668372,1.0606637343308094,0.46825390100059705
friendship,tempo,3,1,0.1900534628772117,0.0,0.1597462132142286,0.31810301882782105,0.15916908868337332,0.30835725314782636,0.08487497006414871,0.0,0.3649042371888872,0.37104637981073907,0.2918600228448054,0.25537579555453876,0.0010566809275423992,0.0,0.10156966474903678,0.04181579605682244,0.40642025624780403,0.25049501054930334
fruit,melody,2,1,0.1450045834912469,0.0,0.2403292826118614,1.644493302638118,0.0,1.5501367676967899,0.11939669518737625,0.0,0.3973166187259412,2.1340514789246274,0.29184425606692005,1.3126860280975707,0.0073577103721952355,0.0,0.21571484457111606,0.7372744567578555,0.3874680949327349,1.431618795554413
device,lifestyle,3,2,0.42540526527363753,0.0,0.626385321348478,1.7016064291045296,0.6267570666706925,0.0,0.06354892703723514,0.0,0.5192576214108439,1.1897939683572736,0.5472716089606907,1.276992648517486,0.0004461113507191846,0.0,0.05513249712050331,0.09449991596710618,0.49602879867143645,1.020557105517234
potassium,vocals,3,1,0.00024603750000000034,0.0,0.04939411369629665,0.12998493006979095,0.0,0.12929842197609703,6.510416666666667e-05,0.0,0.13685709614767955,0.12859489610968958,0.18218809922812973,0.1823911507185637,3.749999999999996e-08,0.0,0.006559663627627817,0.004259631068438436,0.24691354614139788,0.2031121293059661
data processing,orange,4,1,0.0,0.0,0.029499607365956693,0.4238523656163642,0.0,0.0,0.0,0.0,0.08062578830045875,0.2738104020171201,0.1094176369022416,0.40128008994648035,0.0,0.0,0.002159727251282289,0.004823927694813517,0.1436650310096965,0.35578393943230663
taste,football,2,1,0.031446771781789645,0.0,0.1856071359304976,0.26652283101487406,0.0,0.2684901344713746,0.008837458149214099,0.0,0.3266183286921164,0.3367993520094941,0.4013249597871678,0.4012197244489573,9.946145366978693e-05,0.0,0.1263505383172331,0.11058502269411066,0.48587088790498306,0.4437546887566484
six-wheel,classrooms,3,1,0.0,0.0,0.2381559161744607,0.020875360593761244,0.23944300268624175,0.0,0.0,0.0,0.343496385090819,0.10071683278172551,0.29214634754518154,0.07295778134526214,0.0,0.0,0.07113168007151276,0.018827431022718378,0.36585867166163877,0.11910249791689205
team,affection,2,2,0.077745481123868,0.0,0.33773359949182835,1.3361748363623935,0.3381556776449157,1.3430596770267584,0.07249537581639587,0.0,0.3034182034287318,0.9705740919639383,0.36480349376605314,1.1310437164797493,0.005004827961044017,0.0,0.11925332239372963,0.30600597259589174,0.3618047247732792,0.9588831576400743
chair,avoidance,2,1,0.7546153846153847,1.8,0.14062010732663058,0.6641892772073583,0.0,0.6667963228106133,0.22435897435897434,0.5555555555555556,0.2490072578582232,0.7176471982058484,0.21892516531042466,0.6933348465759261,0.008632478632478627,0.022222222222222213,0.2013034151258661,0.5174105728408,0.2608536442688683,0.694493372968769
cycling,food,3,2,0.010401417985863267,0.015856738368774086,0.4311661541514254,0.3607226865473836,0.427655861225851,0.35800834392537084,0.0008909259208225367,0.0013300948940829895,0.4122295559856161,0.4560291745511402,0.401257675552541,0.4377603539539768,1.272115563291869e-06,1.8655484726913286e-06,0.0358834624782999,0.0484083555577796,0.40563028367949533,0.5088825448147362
loyal,instruments,4,1,0.02227810203778204,0.0,0.2752380902579917,0.21489760041197625,0.278292362633919,0.0,0.0021055783156225232,0.0,0.31481045773844835,0.13939787421517819,0.43767158506165493,0.21891455378086194,3.3411885436247655e-06,0.0,0.008797365718286461,0.0020437123009666948,0.4807268761636219,0.1977835401503703
monitor,risk,1,3,1.7999999999999972,10.0,0.09124134267287332,0.23694358707336988,0.0,0.2288220285775057,5.000000000000001,5.555555555555555,0.7843899606648481,0.7446456957840066,0.3283188452264275,0.25540988141121357,1.7999999999999996,1.1111111111111107,7.317374583176255,4.501509339402476,0.5938872677030319,0.34882231992150964
productivity tool,mechanical,3,1,0.02033659878082355,0.0,0.1478117107593371,0.6016142829607811,0.0,0.6058761430143628,0.0051437577326244825,0.0,0.21523833000856513,0.38273325228271393,0.2553937158920485,0.4738966634744301,4.721540689594463e-05,0.0,0.016022704300647846,0.016873169419524804,0.30298099346196256,0.3797846214406922
mouse,automobile,3,1,0.03126218603453633,0.1309978675217953,0.6537615492820058,0.5135638707213936,0.0,0.0,0.0029728216532895727,0.02184626173410729,0.5403038214908591,0.35351838992990214,0.656799455894272,0.43776615292485677,4.733693048388914e-06,0.00017088663770124156,0.047796258311878295,0.030988891237762814,0.6082050511559614,0.3625719985860277
game,style,2,2,0.05032812101592038,0.0,0.04980013473195111,1.6158977931577216,0.0,1.6212707150919468,0.07150640313330485,0.0,0.16547826985474082,1.1435836545837748,0.18258663121640223,1.2768307661243548,0.004809247414344669,0.0,0.1131835092740674,0.4219713337642416,0.2510963439171566,1.0418369569231907
